Params,Error
"[48, 0.7450098010391081, 0.4403936567452005, 0.8668923170748686, 0.9181729643427871, 299.5132195433299, 0.5937897823935907, 0.939933413221815]",name 'ShortCutDesign' is not defined
"[15, 0.9386253908081639, 0.508546459029089, 0.36765607431651365, 0.3329142451994394, 346.2184590273544, 0.8356731355603705, 0.17527095875188126]",name 'ShortCutDesign' is not defined
"[11, 0.9915680136086842, 0.46270324418348585, 0.8339932375168506, 0.6587752286541452, 273.7678617860456, 0.5985302198424456, 0.7090251168813695]",name 'ShortCutDesign' is not defined
"[49, 0.28554677619396296, 0.8840618194746079, 0.5507914738256837, 0.48462778307338883, 289.5838247899348, 0.5490475462862009, 0.08962032605104428]",name 'ShortCutDesign' is not defined
"[23, 0.7046934814250971, 0.8000940436604375, 0.9260039502017334, 0.05556118814909979, 277.69375017070934, 0.2863507323550048, 0.3363026509893339]",name 'ShortCutDesign' is not defined
"[45, 0.9149199198336238, 0.5228018665758848, 0.6108909841914334, 0.7033606689589781, 294.9559755456601, 0.5396114385535288, 0.10629179953815147]",name 'ShortCutDesign' is not defined
"[20, 0.8871116725906598, 0.9209631927919752, 0.8305792495163372, 0.9653111890651989, 342.14558547636364, 0.5226666056100155, 0.33252755597461275]",name 'ShortCutDesign' is not defined
"[46, 0.4826970374491405, 0.17489515969397315, 0.856670584965578, 0.5355106327772179, 328.4293474917344, 0.8893805792028049, 0.79689831462553]",name 'ShortCutDesign' is not defined
"[49, 0.2886566131222436, 0.8118052674410298, 0.9661447642663644, 0.19722359636004205, 332.8861753879937, 0.9834221309354285, 0.7957661988157615]",name 'ShortCutDesign' is not defined
"[22, 0.6609730541764458, 0.4546822461330593, 0.49532905145468464, 0.2929362837926882, 291.78018086202195, 0.5905586492543125, 0.3087208997140411]",name 'ShortCutDesign' is not defined
"[42, 0.5585414410692812, 0.39521399424782994, 0.2203963825955485, 0.6243620915988366, 333.08166002997604, 0.5085287706719174, 0.19337013722984198]",name 'ShortCutDesign' is not defined
"[41, 0.6672918003697689, 0.5455440518756551, 0.16178511679098861, 0.7718166895648441, 331.5675411951685, 0.8315784042035057, 0.7013108668949168]",name 'ShortCutDesign' is not defined
"[29, 0.8598686704406234, 0.7965003316999815, 0.6465445456657899, 0.12470663293203776, 337.39757393256434, 0.456382592982498, 0.8874304951472748]",name 'ShortCutDesign' is not defined
"[26, 0.6361875977806469, 0.4360354808150775, 0.9394844298614577, 0.6065671119777767, 329.6193522587772, 0.5703085473173124, 0.3695266489501638]",name 'ShortCutDesign' is not defined
"[41, 0.4048124316421922, 0.18475222051966372, 0.3027277360114719, 0.25318059991348746, 347.2051807973495, 0.13400015339842347, 0.2695378915258401]",name 'ShortCutDesign' is not defined
"[48, 0.22085204341207754, 0.3509785064373216, 0.5264485638063158, 0.5958105296104278, 346.5152652806955, 0.7832785003613073, 0.6247260034749328]",name 'ShortCutDesign' is not defined
"[24, 0.8132101000051313, 0.20482585766317843, 0.7496453247022613, 0.30945237839133805, 315.0174450836833, 0.9598346373364608, 0.6011202944025323]",name 'ShortCutDesign' is not defined
"[37, 0.8665306884215763, 0.5206395983186425, 0.5386038770688856, 0.27291613662021375, 320.8332417655652, 0.3315398484544324, 0.09416061339174951]",name 'ShortCutDesign' is not defined
"[19, 0.9746979490587321, 0.5636169340138107, 0.5308418275948572, 0.5606292768374973, 328.8931048325782, 0.6717934428782906, 0.8377361762583952]",name 'ShortCutDesign' is not defined
"[21, 0.7632861017764272, 0.6903152289873434, 0.9861316648964109, 0.16580355255638027, 279.2097111715502, 0.4782563578166414, 0.449119379993409]",name 'ShortCutDesign' is not defined
"[45, 0.36618886892576186, 0.45539971127182294, 0.5707634578321973, 0.794269019672424, 339.1052481412088, 0.784925442517493, 0.22944124058742577]",name 'ShortCutDesign' is not defined
"[47, 0.7638378967600116, 0.5602835630814125, 0.472927420110795, 0.5182605411221075, 322.38116562553176, 0.9926165280041943, 0.38652169217493165]",name 'ShortCutDesign' is not defined
"[32, 0.9393869312863988, 0.7886118074042288, 0.3256830940919298, 0.2529608136214715, 324.05972904886534, 0.22759269530406606, 0.5104505555088402]",name 'ShortCutDesign' is not defined
"[27, 0.9892782421770512, 0.32739186959575134, 0.21251427021272615, 0.9822513563664912, 293.64838014842576, 0.39411877084316427, 0.033108910224980845]",name 'ShortCutDesign' is not defined
"[15, 0.0008047298642102974, 0.5582841105112768, 0.5807987637030363, 0.24178941257373243, 334.1723788122955, 0.3677217993787315, 0.49405790271371103]",name 'ShortCutDesign' is not defined
"[10, 0.7320150704695086, 0.2146897146596969, 0.19351837329059177, 0.631206958997151, 298.1277425708586, 0.794086044911858, 0.9424042468568138]",name 'ShortCutDesign' is not defined
"[46, 0.07998269800008469, 0.7110390776490229, 0.8565065301886218, 0.566336066913318, 290.696445628186, 0.2956720985720245, 0.03436202689722859]",name 'ShortCutDesign' is not defined
"[33, 0.6203792120138442, 0.07799979907331309, 0.025468968300713227, 0.7952213239571453, 315.59026489001815, 0.73749393669069, 0.796080494429489]",name 'ShortCutDesign' is not defined
"[39, 0.5730908464418013, 0.014945330498563595, 0.6249134056894622, 0.9442829330145502, 300.78717243506355, 0.9924474808630047, 0.10982211173993989]",name 'ShortCutDesign' is not defined
"[43, 0.4452464117487763, 0.3149859998543708, 0.7306114227270359, 0.3422744999998294, 325.2339894727998, 0.7734551207785805, 0.24104886482458507]",name 'ShortCutDesign' is not defined
"[17, 0.2901932043428749, 0.13475015503880516, 0.7786111601039315, 0.08904991522942836, 332.2174130029371, 0.3725614836482654, 0.22152725281272606]",name 'ShortCutDesign' is not defined
"[18, 0.8959677171183269, 0.6722945532126143, 0.984679749554698, 0.2638048679156767, 349.72310845855094, 0.8896191893293912, 0.08223051707177621]",name 'ShortCutDesign' is not defined
"[15, 0.6613669231358357, 0.12459832221121571, 0.9502760489354338, 0.440568719097227, 288.9699510334579, 0.9337961970403325, 0.03300630876899903]",name 'ShortCutDesign' is not defined
"[13, 0.17562186750343026, 0.8370097459667423, 0.8962174566507307, 0.5432321474431383, 324.52317486359925, 0.33820866637146496, 0.5534965067716372]",name 'ShortCutDesign' is not defined
"[31, 0.9577923855773931, 0.2880801418333986, 0.03406174193065879, 0.5959822649070528, 280.89315428173563, 0.5699863759635878, 0.5043355971397852]",name 'ShortCutDesign' is not defined
"[10, 0.4525004615432671, 0.45968075464230757, 0.8880920871623298, 0.808892126519288, 328.07261799344064, 0.13146932697371555, 0.10530490162718868]",name 'ShortCutDesign' is not defined
"[10, 0.37869394276623136, 0.13949089958803607, 0.03232719814277881, 0.6023173859213016, 301.2552328310263, 0.6809190883858673, 0.6557205779326896]",name 'ShortCutDesign' is not defined
"[45, 0.17094419988190052, 0.0783066927251547, 0.31761681207565057, 0.8246047496152713, 299.81160010290586, 0.1964571547929711, 0.40145192022045595]",name 'ShortCutDesign' is not defined
"[38, 0.365347238621669, 0.5518336869535655, 0.510927109864486, 0.8933273091149108, 314.918463349461, 0.8101993652685022, 0.7527051594696816]",name 'ShortCutDesign' is not defined
"[14, 0.9601683889650474, 0.3428123086018665, 0.3435385543902885, 0.8142620114220729, 307.78693942122914, 0.8431779683874611, 0.8793643471367333]",name 'ShortCutDesign' is not defined
"[15, 0.9626839834699678, 0.9804792435648796, 0.026860658978611847, 0.8960698517560749, 298.432344925951, 0.8951149141203241, 0.9811391429540662]",name 'ShortCutDesign' is not defined
"[37, 0.8668983185042032, 0.21495296619452048, 0.8363194806152708, 0.15172857958600003, 295.97819969805295, 0.725870717545622, 0.6516458794514675]",name 'ShortCutDesign' is not defined
"[19, 0.5364869689569916, 0.5673660102712116, 0.9324715529337003, 0.19349549242531744, 278.718084736916, 0.39684079960694746, 0.5860637394171357]",name 'ShortCutDesign' is not defined
"[27, 0.13556945239515475, 0.653547940946714, 0.317690468665593, 0.5494656998256195, 286.845763045767, 0.8603347880875138, 0.8640192704396961]",name 'ShortCutDesign' is not defined
"[37, 0.4571111293313556, 0.3692403953292874, 0.8322693687789735, 0.7605893497191112, 273.3170249322717, 0.0009884815698378484, 0.16218638439482738]",name 'ShortCutDesign' is not defined
"[34, 0.6508396236177083, 0.5607293328713107, 0.777684821125079, 0.13320721969900423, 284.60085669156683, 0.6016030943876249, 0.3936198034163437]",name 'ShortCutDesign' is not defined
"[23, 0.8860462034651745, 0.2363832704940559, 0.21987824301690131, 0.3166731602979133, 296.0519940334162, 0.48229179337645367, 0.8183175950960625]",name 'ShortCutDesign' is not defined
"[31, 0.31468334237464024, 0.40514336120686245, 0.8260076985991129, 0.40337373055145964, 326.13147598967765, 0.3511200262583035, 0.5222938071751032]",name 'ShortCutDesign' is not defined
"[23, 0.7536744921123598, 0.5343456956002229, 0.012541536448706307, 0.26400844818385827, 308.984793439109, 0.9607322478718368, 0.24688920248279744]",name 'ShortCutDesign' is not defined
"[45, 0.03106375222905926, 0.8842730927568326, 0.7557392959582462, 0.20535971435562492, 312.20410573094375, 0.3117265239087165, 0.3485912079936845]",name 'ShortCutDesign' is not defined
"[10, 0.47630760035183783, 0.7694540162517702, 0.906044057162381, 0.5209702972295903, 298.5584523393362, 0.14502639701934184, 0.3784144055200041]",name 'ShortCutDesign' is not defined
"[31, 0.28689217872358624, 0.44437162239998523, 0.7794857936170783, 0.34527966180525443, 288.29216736573113, 0.8403243614312554, 0.5584034224646021]",name 'ShortCutDesign' is not defined
"[39, 0.9079679209651133, 0.6883279543568234, 0.15384506004060314, 0.17742631888311514, 330.99084693202263, 0.6147071748856738, 0.4657557556491637]",name 'ShortCutDesign' is not defined
"[22, 0.5948088597113589, 0.23592910477528825, 0.29028515425858814, 0.409283411925883, 349.51436354186916, 0.5868896161474162, 0.8936762603206255]",name 'ShortCutDesign' is not defined
"[29, 0.06410399142093692, 0.5987148451708878, 0.6314999553147617, 0.32850922613935046, 303.28397660498086, 0.07431283880720317, 0.3965505136245678]",name 'ShortCutDesign' is not defined
"[15, 0.18145840326702903, 0.5977274264707653, 0.6050123909219698, 0.06281062562514383, 280.0430289160869, 0.5812760887105808, 0.7003824060881458]",name 'ShortCutDesign' is not defined
"[10, 0.07734223223472945, 0.9936306108935002, 0.48753737701754607, 0.5555247254070769, 299.41401190217664, 0.30393018600924004, 0.7947472800313933]",name 'ShortCutDesign' is not defined
"[36, 0.5826524529296503, 0.5354671384797584, 0.047168149125191086, 0.9820594360196563, 293.0751390657355, 0.02382903321732868, 0.21611441347008728]",name 'ShortCutDesign' is not defined
"[23, 0.7832849604774123, 0.8392801105815862, 0.4138372934191163, 0.5629854394711593, 312.0748671318231, 0.6182999653573701, 0.28109047307043916]",name 'ShortCutDesign' is not defined
"[41, 0.8782970510706878, 0.3861769102766433, 0.3524302379457822, 0.29127317343455333, 342.2276266012989, 0.25469157546617877, 0.8589357124695219]",name 'ShortCutDesign' is not defined
"[22, 0.42491627831530804, 0.18009873559883696, 0.9879544942706324, 0.30739846203323334, 305.913354224255, 0.9812655732890964, 0.9103955617430238]",name 'ShortCutDesign' is not defined
"[19, 0.41943487664536855, 0.44333855656465676, 0.7889861803198269, 0.07049682711701413, 277.4562817451957, 0.36018226597080605, 0.16631763521851928]",name 'ShortCutDesign' is not defined
"[34, 0.09447375723492318, 0.5051263749334172, 0.812950064559622, 0.18787017540777445, 323.00901519281206, 0.3265971656275875, 0.7638632559171932]",name 'ShortCutDesign' is not defined
"[46, 0.8592671125401062, 0.5335065196005754, 0.28869025708623564, 0.40559498670917676, 329.157469581487, 0.4178260625036554, 0.9650177961123804]",name 'ShortCutDesign' is not defined
"[15, 0.9780281885461204, 0.4309668907140119, 0.8216782742964877, 0.01013843692810203, 320.1625094784352, 0.2275209174397851, 0.8914400686140768]",name 'ShortCutDesign' is not defined
"[46, 0.4601651467465513, 0.22423019681206713, 0.7850592682296628, 0.8151703439592421, 275.8459442696435, 0.7521369302514402, 0.6298290900469882]",name 'ShortCutDesign' is not defined
"[42, 0.9894649512709389, 0.7228596418096994, 0.8045595837680346, 0.6830934308321326, 300.1205888618109, 0.6024080023264999, 0.40107959090401635]",name 'ShortCutDesign' is not defined
"[13, 0.5684020606271085, 0.24373968608263283, 0.8878884653761313, 0.8270117417033352, 313.7309884498835, 0.1333741736313679, 0.2998157048804568]",name 'ShortCutDesign' is not defined
"[40, 0.2516454270430756, 0.5692312401498726, 0.7287297428378916, 0.08682061229505293, 277.74915546240834, 0.13773687936733528, 0.47291336889749175]",name 'ShortCutDesign' is not defined
"[25, 0.717238820799818, 0.5334926191627298, 0.6533570892207774, 0.3011460296680818, 301.0556970321705, 0.8299327761044634, 0.04238312160851481]",name 'ShortCutDesign' is not defined
"[21, 0.4399614788814411, 0.09961512187670143, 0.3116729856375573, 0.5831359960450857, 286.46227659498004, 0.5771535923181398, 0.5664808120230925]",name 'ShortCutDesign' is not defined
"[38, 0.07100152113853492, 0.8897890686838509, 0.46677255591209726, 0.6686920799228283, 344.68356210522984, 0.056175410920867606, 0.9929372510498337]",name 'ShortCutDesign' is not defined
"[13, 0.3379264791424334, 0.6876579977210908, 0.6135178817818377, 0.6819707941315027, 334.80797308020954, 0.19461900248824143, 0.6803019740132172]",name 'ShortCutDesign' is not defined
"[47, 0.27059181491084117, 0.4218721881564896, 0.9097014760483829, 0.2668060407428797, 334.95112395301385, 0.5616993872413781, 0.7887140474150537]",name 'ShortCutDesign' is not defined
"[45, 0.8571041943788685, 0.7079322712470901, 0.06896948390326313, 0.526569729112904, 282.21091189619847, 0.6404447385152838, 0.4144061015261371]",name 'ShortCutDesign' is not defined
"[23, 0.7460150976987264, 0.5764775230072827, 0.7433627364004115, 0.28600189097724693, 319.88296962038527, 0.959123330767691, 0.5582179707827167]",name 'ShortCutDesign' is not defined
"[34, 0.751748083801409, 0.9737455582599699, 0.5371015139214749, 0.4144564575724545, 316.2881166796488, 0.7778888805248211, 0.48046546205775964]",name 'ShortCutDesign' is not defined
"[18, 0.5944341873319844, 0.053436123048855186, 0.22112878761815802, 0.920181551007422, 281.92481910594114, 0.5042395045664818, 0.6549400947466921]",name 'ShortCutDesign' is not defined
"[21, 0.9797953587762934, 0.5167287020297555, 0.13797352111272843, 0.6819533761010557, 282.44494721330415, 0.06857371837017368, 0.8544185561995128]",name 'ShortCutDesign' is not defined
"[47, 0.3980038940486076, 0.6696612909055192, 0.8917506474539123, 0.6240496948014514, 331.76948201614977, 0.39801887309404593, 0.11882602946558138]",name 'ShortCutDesign' is not defined
"[11, 0.9957377399794745, 0.6053113361575093, 0.0680896674549112, 0.6455940636427181, 332.4231291564293, 0.60662580603056, 0.5308095200613455]",name 'ShortCutDesign' is not defined
"[24, 0.15193483422097695, 0.36523379502738057, 0.43512765729036484, 0.7340649489866283, 290.89769480191654, 0.01858973961099138, 0.7809304676792066]",name 'ShortCutDesign' is not defined
"[14, 0.27018132083055096, 0.5126018372396254, 0.34458834370616465, 0.6593924878793064, 308.92509422344773, 0.6914096461816478, 0.794287763121678]",name 'ShortCutDesign' is not defined
"[46, 0.7235060509294736, 0.18545395851228627, 0.5227147506130446, 0.24410288261413848, 344.069811032339, 0.1811882547231398, 0.49226812764947403]",name 'ShortCutDesign' is not defined
"[33, 0.884304000735564, 0.7856354540790393, 0.17982411593854697, 0.791942234808941, 339.4766945202431, 0.99438776164171, 0.45041530488857584]",name 'ShortCutDesign' is not defined
"[26, 0.24861502097562663, 0.4615282614705745, 0.49986674306582185, 0.6399382500694797, 287.6625251692171, 0.022580240818614317, 0.8388608935845501]",name 'ShortCutDesign' is not defined
"[29, 0.3836317579991524, 0.9289602281421715, 0.4664818877107293, 0.1851355678256689, 277.3617539652775, 0.6165216723802796, 0.9507731404140481]",name 'ShortCutDesign' is not defined
"[22, 0.31896202838847243, 0.8650656275586495, 0.2861451718197036, 0.30160821024556395, 320.6530255685845, 0.8779645976018259, 0.9260128887513884]",name 'ShortCutDesign' is not defined
"[10, 0.06658125431234416, 0.1281441144603717, 0.22814582161451305, 0.040530585315267625, 321.13099636024475, 0.12590466866584826, 0.1383922076522782]",name 'ShortCutDesign' is not defined
"[21, 0.8891157292369848, 0.5646807766624651, 0.6524219137844852, 0.7810089754934434, 274.6621252290278, 0.9713391451454584, 0.888399039899497]",name 'ShortCutDesign' is not defined
"[16, 0.7788850764595785, 0.9751656752857792, 0.6320749855608274, 0.6849101266866237, 292.89847084850066, 0.8841253379355147, 0.9182031853777165]",name 'ShortCutDesign' is not defined
"[14, 0.7316701704936855, 0.09131680629317881, 0.21288895816270315, 0.81664466933475, 288.1542608434134, 0.24375794267799566, 0.7175673781533543]",name 'ShortCutDesign' is not defined
"[15, 0.6587173184489856, 0.6007679531172433, 0.43126664828482886, 0.4279633448945889, 347.21569790578997, 0.4169963317665892, 0.7995440153934771]",name 'ShortCutDesign' is not defined
"[28, 0.7770666457157079, 0.5953024183106105, 0.5708943786626721, 0.6412704373578985, 288.35873502039135, 0.6539700131222501, 0.4950988269833742]",name 'ShortCutDesign' is not defined
"[43, 0.4525950336728227, 0.2890451292486601, 0.6733267624113171, 0.30402399305239713, 319.59887771844643, 0.3916646664832633, 0.5792556994858051]",name 'ShortCutDesign' is not defined
"[31, 0.18106555124308482, 0.9678465857027679, 0.44145817617141286, 0.47383450386924014, 344.90055840876107, 0.9805960829115833, 0.43250853688763735]",name 'ShortCutDesign' is not defined
"[20, 0.7153630360130387, 0.9431353259899523, 0.1302737015663567, 0.8209764451407482, 321.14056801288655, 0.5102346661348599, 0.2113524052362584]",name 'ShortCutDesign' is not defined
"[14, 0.9991420028184613, 0.8539679173364152, 0.7983042578217898, 0.23029872101781998, 320.3045425855879, 0.6601888525803207, 0.10363989514876404]",name 'ShortCutDesign' is not defined
"[22, 0.3946380185477263, 0.5904600622648768, 0.48961983898504047, 0.5059822911488819, 328.4634516569435, 0.3916861012967876, 0.8443454294801906]",name 'ShortCutDesign' is not defined
"[30, 0.8493303826972508, 0.21034433681703169, 0.3031216363736435, 0.26490143931095167, 301.46381027655184, 0.6956807590973441, 0.7239080371594864]",name 'ShortCutDesign' is not defined
"[46, 0.7979008222716956, 0.9551795556426896, 0.1339541356861839, 0.9426473460324721, 347.7937858468389, 0.25254546023668467, 0.16992842789407042]",name 'ShortCutDesign' is not defined
"[23, 0.6119262182682106, 0.47342417535020725, 0.9730722698965517, 0.14606271979012533, 323.49460660886115, 0.4471995269363509, 0.19749014282934954]",name 'ShortCutDesign' is not defined
"[30, 0.9563322966528778, 0.8656525767167972, 0.08380162688873347, 0.6538154836401517, 287.68612535750395, 0.7791906975078362, 0.6374510797976178]",name 'ShortCutDesign' is not defined
"[19, 0.20652363793919679, 0.4760815199888507, 0.5194296334592131, 0.5529281148831399, 346.79667470274774, 0.9292406249170431, 0.5504209339795395]",name 'ShortCutDesign' is not defined
"[48, 0.5838440636301488, 0.4218493282291104, 0.9241041841371875, 0.6959310145900145, 309.59044450972766, 0.6176185550291547, 0.21454873182848505]",name 'ShortCutDesign' is not defined
"[43, 0.8193382678926465, 0.3443750505222804, 0.4438321478135924, 0.4280312989220428, 301.3034823607914, 0.09762059360845393, 0.24921676117501015]",name 'ShortCutDesign' is not defined
"[45, 0.3500662856158343, 0.10720263767517055, 0.0329316334213064, 0.15899455024775522, 339.3740757081897, 0.18310958101831135, 0.4109739172318912]",name 'ShortCutDesign' is not defined
"[32, 0.9633842771284905, 0.9816334077878692, 0.8513787564070465, 0.3598573105345974, 344.42238099665445, 0.05379719365681853, 0.9918883845637375]",name 'ShortCutDesign' is not defined
"[44, 0.32299333208156017, 0.5150144436022039, 0.0914509399816179, 0.11921467382284143, 276.1936049518552, 0.09211705611070348, 0.45190624822644865]",name 'ShortCutDesign' is not defined
"[41, 0.8960808427401695, 0.2732031603752108, 0.41730545320492013, 0.16361116410579574, 304.2200685168837, 0.49329423712642617, 0.7015307468358621]",name 'ShortCutDesign' is not defined
"[49, 0.8668766791177953, 0.34504603754785673, 0.15676651083607515, 0.8466811910317602, 344.2766175236611, 0.8558071244321018, 0.22532452693757227]",name 'ShortCutDesign' is not defined
"[31, 0.6348922238466135, 0.4421519895706054, 0.25760373940092257, 0.2818055523256927, 330.80006352795374, 0.9966494511479737, 0.8566871722766553]",name 'ShortCutDesign' is not defined
"[42, 0.05679385164468134, 0.5827579032731599, 0.14057082804682075, 0.07979717296400764, 341.26012193263205, 0.9864240356745491, 0.555229589787529]",name 'ShortCutDesign' is not defined
"[28, 0.6530796837897246, 0.5646297828736144, 0.48214916447642764, 0.21102074349150782, 293.18302191892093, 0.40582273634235944, 0.2890997784925993]",name 'ShortCutDesign' is not defined
"[33, 0.44747731225433296, 0.0016789867418141298, 0.6891431560201859, 0.7300484706971085, 338.7658837925902, 0.5907496185160294, 0.507497109898675]",name 'ShortCutDesign' is not defined
"[35, 0.9323778663902157, 0.6047680552467697, 0.7406982539401812, 0.08798029141319558, 307.425544338467, 0.49792412161637123, 0.30077186143363893]",name 'ShortCutDesign' is not defined
"[42, 0.22302479080194523, 0.5185727036827131, 0.43777385567078453, 0.18732948201328511, 347.6127439043214, 0.9750103100001237, 0.4345361736124243]",name 'ShortCutDesign' is not defined
"[34, 0.16618964939356237, 0.9910468483879992, 0.4890330135666873, 0.7029293135265713, 290.3805598841443, 0.48096928327394994, 0.7414511206963337]",name 'ShortCutDesign' is not defined
"[45, 0.3731463884183318, 0.07273840038215015, 0.6916525083576361, 0.8920272504406529, 335.25827184997377, 0.926539557087329, 0.03622589729191349]",name 'ShortCutDesign' is not defined
"[29, 0.7864497910483919, 0.2987065401706691, 0.6171104965868702, 0.43580692819311645, 303.55747500799146, 0.38618389183321516, 0.32295704785814805]",name 'ShortCutDesign' is not defined
"[12, 0.7198037157477153, 0.8897205304263806, 0.8789865422795293, 0.03915533908918851, 306.49874143227385, 0.8642628854885864, 0.6586621779850087]",name 'ShortCutDesign' is not defined
"[45, 0.42709463542037945, 0.12184195984603077, 0.1539678411978925, 0.7225533663507335, 299.80943561006575, 0.7897536216292291, 0.3259689752795193]",name 'ShortCutDesign' is not defined
"[18, 0.5998912895836118, 0.21866721544573514, 0.17176510468806946, 0.5490436171889254, 334.10302755417797, 0.7002825168479374, 0.056508102334437066]",name 'ShortCutDesign' is not defined
"[28, 0.360259504096277, 0.6676802929149945, 0.8615491109565152, 0.9102582672089092, 286.2645966894025, 0.13416063208937268, 0.02446451623075183]",name 'ShortCutDesign' is not defined
"[39, 0.678015292690613, 0.1661888792478032, 0.6882960178273644, 0.6554493912759499, 325.5601335563223, 0.3334413654859664, 0.24461759554679915]",name 'ShortCutDesign' is not defined
"[19, 0.6272042096268503, 0.15972356811652264, 0.2341906468447546, 0.5428435436987139, 304.62270384798, 0.8086602785429932, 0.39653621229500546]",name 'ShortCutDesign' is not defined
"[46, 0.5837298232810233, 0.13259510938582017, 0.5611126157932367, 0.8406084976465377, 287.95630998212596, 0.8530145029597359, 0.34963897279342915]",name 'ShortCutDesign' is not defined
"[25, 0.19576865631898496, 0.7131285561477858, 0.031618975879788014, 0.842751282780187, 293.1721218824251, 0.7269175601155511, 0.4093082934828101]",name 'ShortCutDesign' is not defined
"[48, 0.9510557191815371, 0.3236290230535552, 0.28876558031083405, 0.24812665768517883, 320.63670649348313, 0.6581456620577155, 0.11053093889530587]",name 'ShortCutDesign' is not defined
"[40, 0.8705621377049645, 0.6414822151024852, 0.9199685319389468, 0.8809489490259258, 339.12354658695256, 0.11981975237106555, 0.37463613677006175]",name 'ShortCutDesign' is not defined
"[22, 0.3179260861312096, 0.46152899380956347, 0.46179619983965187, 0.8895298627858593, 301.1752836248725, 0.9890533912731493, 0.805958695746889]",name 'ShortCutDesign' is not defined
"[41, 0.12193635179862791, 0.8047510944543399, 0.7942762997878784, 0.13620860836513635, 301.4028078764159, 0.8165540399095765, 0.05471262403269726]",name 'ShortCutDesign' is not defined
"[42, 0.5836898446209596, 0.6373792388665295, 0.46961167922569935, 0.5530977131736803, 281.39245804891135, 0.5748980051204794, 0.15513622905051588]",name 'ShortCutDesign' is not defined
"[11, 0.6541189969655318, 0.05403107460536693, 0.52858582977077, 0.7021477561463955, 314.63680681390497, 0.8053005683712817, 0.6717577113308505]",name 'ShortCutDesign' is not defined
"[20, 0.7528414391214928, 0.03216700149450751, 0.28415541947029777, 0.0023530035284904677, 348.1861041104176, 0.34368568585587633, 0.2166737730507368]",name 'ShortCutDesign' is not defined
"[34, 0.6281491510465504, 0.6342497620658464, 0.9224949229289426, 0.8473759702343957, 282.015015545234, 0.10276281543942319, 0.5149391643292257]",name 'ShortCutDesign' is not defined
"[45, 0.07953899287668917, 0.46869792182181724, 0.12755812900463842, 0.37222902211052095, 303.88808028660145, 0.9212755990273822, 0.7374108363191157]",name 'ShortCutDesign' is not defined
"[32, 0.3267241218427686, 0.4230238581633362, 0.53936669905654, 0.02290422835067464, 301.65252528864926, 0.3262099772299472, 0.25076420896814233]",name 'ShortCutDesign' is not defined
"[15, 0.8233982657832288, 0.8700008099985284, 0.2016938770278117, 0.054291808120045734, 337.2851462005089, 0.9474095542743671, 0.5451701798705271]",name 'ShortCutDesign' is not defined
"[17, 0.5638346623131337, 0.8276300308633541, 0.7559112126938936, 0.885890767469075, 316.13005712104075, 0.8644768766140527, 0.9034943763008972]",name 'ShortCutDesign' is not defined
"[42, 0.17930143449018987, 0.07678815851525764, 0.5947343488862925, 0.5103588239883471, 314.62699427496887, 0.5460778767551404, 0.8201036881879626]",name 'ShortCutDesign' is not defined
"[37, 0.48455399498027024, 0.5420546494739072, 0.22085617339786218, 0.8995605399192301, 328.07424666886055, 0.35075891513865365, 0.581773605047182]",name 'ShortCutDesign' is not defined
"[26, 0.34925576954081544, 0.6039985160646, 0.795591054865032, 0.6301403454368982, 320.9524619821747, 0.8734009728039708, 0.5265497729285575]",name 'ShortCutDesign' is not defined
"[33, 0.3249070174091423, 0.026580160485878038, 0.3366027117195403, 0.6997847887869345, 346.6292954855718, 0.1528210198882075, 0.6838775086227699]",name 'ShortCutDesign' is not defined
"[41, 0.012548218954314629, 0.6154132712723354, 0.29037569807971503, 0.37472470587529066, 295.70336381452427, 0.19872547156400086, 0.010265481584052471]",name 'ShortCutDesign' is not defined
"[24, 0.3635211902916233, 0.17066871709453135, 0.9596385198279714, 0.7761366809488389, 304.1175256730162, 0.8309740384424713, 0.5643863634330983]",name 'ShortCutDesign' is not defined
"[14, 0.08326756797124665, 0.9528083970920284, 0.7257191282578896, 0.6119856817188332, 276.5243152337785, 0.9083603603485709, 0.5390884949297509]",name 'ShortCutDesign' is not defined
"[45, 0.5097470034095888, 0.4304935262199611, 0.7802155001168073, 0.8873558919749458, 346.5503564102498, 0.8770348235935602, 0.8257648320769666]",name 'ShortCutDesign' is not defined
"[10, 0.7841247280901602, 0.03173238532940314, 0.49831745300091834, 0.1328492528031381, 311.5758917606268, 0.35724597302405714, 0.3326438232790178]",name 'ShortCutDesign' is not defined
"[24, 0.30642069199695626, 0.21145503313608566, 0.5043133097929475, 0.4298062103969548, 323.71189518473454, 0.3923987780053329, 0.13334349754938538]",name 'ShortCutDesign' is not defined
"[29, 0.4809267207039135, 0.4693206630126353, 0.9635402046533924, 0.562959889149404, 333.56106484656675, 0.39442332876754016, 0.5435300881238573]",name 'ShortCutDesign' is not defined
"[11, 0.35793923844779313, 0.9819780202152391, 0.1914023882658077, 0.8221888468045961, 278.91678154463153, 0.22540020589070411, 0.213103061626753]",name 'ShortCutDesign' is not defined
"[48, 0.9270303363765963, 0.06095538882493822, 0.30700527368015057, 0.8107734331981644, 335.2083633908202, 0.14321758379303906, 0.8394596085999049]",name 'ShortCutDesign' is not defined
"[43, 0.9408013101828613, 0.8379373951064643, 0.22595886119745986, 0.6897525317690623, 281.7836928929448, 0.030299411871060472, 0.4296330481370434]",name 'ShortCutDesign' is not defined
